clave,nombre
04OBS-230,Observatorio
04OBU-115,Obregon Uno
04OCU-115,Ocuca
04ORI-115,Oriente
04OVI-115,Oviachic
04PGD-115,Planta Guaymas Dos
04PGD-230,Planta Guaymas Dos
04PIH-115,Parque Industrial Hermosillo
04PLD-230,Puerto Libertad
04PPA-115,Puerto Penasco
04PRG-115,Progreso
04PRO-115,Providencia
04PUE-115,Pueblitos
04PUP-115,Pueblitos Provisional
04PYE-115,Playa Encanto
04QLA-115,Quila
04RGU-115,Rolando Garcia Urrea
04RIS-115,Rio Sonora
04ROS-115,Rosario
04SAA-115,Salvador Alvarado
04SBC-115,Subestacion 4 Costa Hermosillo
04SBD-115,Subestacion 2 Costa Hermosillo
04SBE-115,Subestacion 7 Costa Hermosillo
04SBI-115,Subestacion 5 Costa Hermosillo
04SBK-115,Bahia Kino
04SBN-115,Subestacion 9 Costa Hermosillo
04SBO-115,Subestacion 8 Costa Hermosillo
04SBS-115,Subestacion 6 Costa Hermosillo
04SBT-115,Subestacion 3 Costa Hermosillo
04SBU-115,Subestacion 1 Costa Hermosillo
04SBZ-115,Subestacion 10 Costa Hermosillo
04SCL-115,Subestacion colinas
04SCN-115,Subestacion Cananea
04SCN-230,Subestacion Cananea
04SCR-115,San Carlos
04SEL-115,Selecta
04SGU-115,Subestacion Guaymas Uno
04SHO-115,Sahuaro
04SLA-115,Sanalona
04SNC-115,San Nicolas
04SNY-115,Sonoyta
04SPE-115,Pericos
04SPP-115,Punto P
04SRF-115,San Rafael
04SSA-115,Seis de Abril
04STA-115,Santa Ana
04STI-115,Santa Ines
04SVU-115,Villa Union
04SVV-115,Siempre Viva
04TBR-115,Tobarito
04TCG-115,Tecnologico
04TPO-115,Topolobampo
04TPO-230,Topolobampo
04TSR-115,Subestacion Tres Rios
04TST-115,Tastiota
04TTB-115,Tetabiate
04URE-115,Ures
04VCM-115,Vicam
04VDY-115,Valle del Yaqui
04VIJ-115,Villa Juarez
04VMY-115,Valle del Mayo
04VND-115,Venadillo
04VNO-115,Viñedos
04VPI-115,Villa del Pitic
04VYD-115,Valle del Yaqui Dos
05ABA-115,Abastos
05ABG-115,Abraham Gonzalez
05ADI-115,Arcadio
05AEP-115,Aeropuerto
05AGE-115,Agnico Eagle
05ALI-115,Automotive Lighting
05ALL-115,Allende Coahuila
05ALT-115,Altec
05ALV-115,Altavista
05AMA-115,Aldama
05AMN-115,Amado Nervo
05AMR-115,Americas
05AMS-115,Alamos
05AON-115,Ascencion
05ARE-115,Arenales
05ARM-115,Armendariz
05AUM-115,Auma
05AVO-115,Alvaro Obregon
05AZT-115,Aztecas
05BAC-115,Bacis
05BAF-115,Bafar
05BAS-115,Basaseachic
05BAT-115,Batopilas
05BBA-115,Santa Barbara
05BER-115,Bermejillo
05BJZ-115,Benito Juarez
05BLV-115,Simon Bolivar
05BOQ-115,Boquilla
05BSM-115,Bismark
05BUF-115,Bufalo
05CAR-115,Cartagena
05CAS-115,Carolinas
05CAT-115,Catedral
05CCD-115,Concordia
05CCU-115,Cementos Chihuahua
05CDM-115,Cerro del Mercado
05CEB-115,Ceballos
05CEJ-115,Cereso Juarez
05CEM-115,Cementos
05CFN-115,California
05CGD-115,Camargo Dos
05CGR-115,Casas Grandes
05CGU-115,Camargo Uno
05CHA-115,Charcos
05CHC-115,Cuauhtemoc
05CHD-115,Cuauhtemoc Dos
05CHL-115,Chipilo
05CID-115,Cienega Dos
05CIE-115,Cienegas
05CIN-115,Complejo Industrial
05CJM-115,Conejos Medanos
05CLA-115,Complejo Lala
05CLG-115,Colegio
05CLI-115,Centro Logistico e Industrial de Durango
05CLN-115,Colina Planta
05CME1115,Cerro del Mercado
05CME2115,Cuadro de Maniobras Electrolux
05CMF-115,Cuadro De Manionbras Foxconn
05CMN-115,Cuadro de Maniobras Naica
05CMS-115,Cementos Samalayuca
05CND-115,Canatlan Dos
05COM-115,Componentes
05CON-115,Concheño
05CPN-115,Chihuahua Poniente
05CRC-115,Carichic
05CRL-115,Creel
05CRN-115,Coronel
05CSG-115,Complejo De Seguridad
05CUA-115,Las Cuatas
05CUE-115,Cuesta
05CUN-115,Chihuahua Norte
05CUP-115,Chihuahua Planta
05CVA-115,Chavena
05CZL-115,Chamizal
05CZU-115,Chavez
05DEL-115,Delicias
05DGD-115,Durango Dos
05DGN-115,Diagonal
05DGU-115,Durango Uno
05DIN-115,Dinamita
05DIV-115,Divisadero
05DLD-115,Delicias Dos
05DLP-115,Delphi
05DPH-115,Delphi
05DUN-115,Dunas
05DUR-115,Duraplay
05EDU-115,Escuadron 201
05ELP-115,El Pilar
05ELV-115,El Vergel
05END-230,Encino Dos
05ENO-230,Encino
05ESC-115,Escalon
05ESL-115,El Salto
05ESZ-115,El Sauz
05EZT-115,Emiliano Zapata
05FLE-115,Flextronics
05FMR-115,Fuentes Mares
05FPD-115,Ford Planta Dos
05FRC-115,Francke
05FRD-115,Ford
05FTS-115,Fuentes
05FVL-115,Francisco Villa
05FVL-230,Francisco Villa
05FXD-115,Foxconn Dos
05FZA-115,Francisco Zarco
05GAV-115,Gavilan
05GCH-115,Guachochi
05GDN-115,Guadiana
05GEM-115,Geminis
05GJO-115,Granjeros
05GML-115,Gammon Lake
05GNA-115,Galeana
05GPL-115,Gomez Palacio
05GPL-230,Gomez Palacio
05GTR-115,General Trias
05GVI-115,Guanacevi
05GVR-115,Guadalupe Victoria
05HCL-230,Hercules
05HDS-115,Haciendas
05HNW-115,Honeywell
05IGS-115,Insurgentes
05INJ-115,Industrial Juarez
05INO-115,Parque Industrial del Norte
05INS-115,Intermex Sur
05INW-115,International Wire
05ISD-115,Industrias Superior II
05ISP-115,Industrias Superior
05ITC-115,Interceramic
05JAB-115,Jabil
05JAR-115,Jardin
05JEZ-115,Jimenez
05JND-115,John Deere
05JOS-115,Janos
05KOO-115,Kilometro 88
05LAF-115,La Flor
05LAG-115,Lagos
05LAL-115,Lala
05LAP-115,La Palma
05LCS-115,Lazaro Cardenas
05LED-230,Lerdo
05LEN-230,Laguna Encinillas
05LEO-115,Leoni Cable
05LEX-115,Lexmark
05LGA-115,La Laguna
05LGD-115,Laguna Dos
05LGM-115,Leon Guzman
05LJT-115,Lajat
05LPA-115,La Parrilla
05LPL-115,La Perla
05LRE-115,Laguna Del Rey
05LRT-115,La Rosita
05LSA-115,La Salada
05LSC-115,Laguna Seca
05LTD-115,Libertad
05LTR-230,La Trinidad
05LXD-115,Lexmark Dos
05LZM-115,Lopez Mateos
05MAC-115,Maniobras Centauro
05MAT-115,Matamoros
05MAU-115,Minera Autlan
05MAY-115,Mayran
05MBA-115,Manitoba
05MCO-115,Maniobras Ciento Ocho
05MCZ-115,Moctezuma
05MDO-115,Madero
05MDT-115,Mina Del Toro
05MED-115,Medanos
05MEN-115,Menonita
05MIR-115,Miravalle
05MMI-115,Maniobras Mieleras
05MOQ-115,Meoqui
05MRO-115,Minera Roble
05MRT-115,San Martin
05MSS-115,Masisa
05MTR-115,Motorola
05MTV-115,Monteverde
05MVI-400,Cuadro de Maniobras Villa Nueva
05NAI-115,Naica
05NCB-115,Nicolas Bravo
05NDD-115,Nombre de Dios
05NHO-115,Nuevo Holanda
05NID-115,Nuevo Ideal
05OAS-115,Oasis
05OCP-115,Ocampo
05OJI-115,Ojinaga
05OTV-115,Oriente XXI
05PAL-115,Palmarejo
05PAR-115,Parral
05PAT-115,Patria
05PCH-115,Papelera de Chihuahua
05PDA-115,Pedricena
05PEL-230,Penoles
05PHS-115,Philips
05PLA-115,Paila
05PMR-115,Palomar
05PMS-115,Palomas
05PPR-115,Popular
05PPS-115,Paneles Ponderosa
05PQE-115,Parque
05PRA-115,Parras
05PRR-115,Porvenir
05PSA-115,Paso Del Aguila
05PTJ-115,Puerto Justo
05QDO-115,Quince de Octubre
05RCS-115,Ruiz Cortines
05REM-115,Regio Marmol
05RIF-115,Rio Florido
05RLU-115,Rancho Lucero
05RNN-115,Robinson
05ROB-115,Robert Bosch
05RVA-115,Rivereña
05SAB-115,Sabinas
05SAJ-115,San Julian
05SAU-115,Saucito
05SBV-115,San Buenaventura
05SCT-115,Sacramento
05SFB-115,San Francisco De Borja
05SFO-115,San Francisco Del Oro
05SGP-115,Santiago Papasquiaro
05SGU-115,Santiago Uno
05SID-115,San Isidro
05SIG-115,San Ignacio
05SJE-115,San Jeronimo
05SMO-115,Santa Maria del Oro
05SOM-115,Sombrerete
05SPD-115,San Pedro
05SSM-115,Santos Solar Maniobras
05SVC-115,Salvacar
05SYC-230,Samalayuca Planta
05SYD-230,Samalayuca dos
05TAK-115,Takata
05TBL-115,Tabalaopa
05TEC-115,Tecnologico
05THS-115,Tres Hermanos
05TMA-115,Tres Manantiales
05TOR-115,Torres
05TOT-115,Torreon Oriente
05TRR-115,Torreon
05VAE-115,Valle Verde
05VAH-115,Villa Ahumada
05VEZ-115,Valle La Esperanza
05VGR-115,Vicente Guerrero
05VIT-115,Vitromex
05VIU-115,Verde Independencia Uno
05VSM-115,Vado Santa Maria
05VTL-115,Victaulic
05WER-115,Werner
05WRA-115,Wrangler
05YMO-115,Yermo
05ZZA-115,Zaragoza
06AAT-115,Santa Amalia Tamaulipas
06ABR-115,Abra
06ACD-138,Acuña Dos
06ACM-115,Alcali Maniobras
06ADC-138,Arroyo del Coyote
06AEO-115,Acero
06AER-138,Aeropuerto
06AGN-115,Agua Nueva
06AHM-400,Ahmsa
06ALM-115,Alamo
06ALN-115,Allende
06ALP-115,Alpes
06ALT-230,Altamira
06ALT-400,Altamira
06AME-115,Americas
06AMI-138,Amistad
06ANP-115,Anahuac Potencia
06ANZ-138,Anzalduas
06APC-230,Apasco
06APO-115,Apodaca
06APX-115,Atlapexco
06ARV-115,Arcovial
06ATP-230,Anahuac Tamaulipas Potencia
06ATP-400,Anahuac Tamaulipas Potencia
06AUA-138,Acuna
06AUS-115,San Agustin
06AZN-138,Aztlan
06AZT-115,Aztecas
06BAD-138,Black and Decker
06BER-115,San Bernabe
06BET-115,Barretal
06BIC-115,Bicentenario
06BLH-115,Black Hawk
06BRE-115,Brembo
06BRI-115,Las Brisas
06CAM-138,Camargo
06CAP-115,Capellania
06CAT-115,Santa Catarina
06CBD-400,Carbon Dos
06CBO-115,Cumbre Oriente
06CCL-115,El Cuchillo
06CDU-400,Central Dulces Nombres
06CED-230,Cedros
06CEL-115,Celulosa
06CEM-115,Cementos Mexicanos
06CEN-138,Central
06CER-115,Cerralvo
06CFD-115,Cienega de Flores Dos
06CHR-115,Chairel
06CIB-115,Cibiosa
06CID-138,Ciudad Industrial
06CIM-138,CIMA
06CIS-115,Carplastic
06CMN-115,Cumbres Poniente
06CNY-115,Contry
06CPR-138,Campestre
06CRO-138,Corona CFE
06CUF-230,Cumbres Frontera
06CYC-115,Chrysler Planta Camiones
06DNA-115,Dinastia
06DNS-138,Delnosa
06DON-115,Santo Domingo
06DTL-115,Dal Tile
06DUT-115,Dupont
06EAP-138,Eagle Pass
06EBA-115,Ebanos
06ECN-115,El Canada
06EHN-230,Entronque Hylsa Norte
06ESC-115,Escobedo
06ESC-230,Escobedo
06ESC-400,Escobedo
06EST-115,Parque Industrial Estrella
06ETK-115,Enertek
06ETZ-115,Estanzuela
06FAM-138,Falcon Mexicano
06FAR-115,Faro
06FIG-115,Finsa Guadalupe
06FIS-115,Finsa
06FME-115,Flex Americas
06FRO-115,Frontera
06FTE-138,Fuente
06FUG-115,Felix U. Gomez
06FUN-115,Fundidora
06GAC-115,Garcia
06GDL-115,Guadalupe
06GMO-115,General Motors
06GPT-115,Generadora Petrocel
06GRA-115,Granjas
06GRS-115,Girasoles
06GUE-115,Guemez
06HUI-115,Huinala
06HUI-230,Huinala
06HUO-400,Huinala Dos
06HYM-400,Hylsa Maniobras
06IND-115,Industrial
06INF-115,Subestación Infonavit
06INO-138,Parque Industrial Del Norte
06INV-138,Infonavit
06JAD-138,Jardin Dos
06JAN-115,San Juan
06JCC-115,Johnson Controls
06JEP-115,Jeronimo Potencia
06JNO-115,Juarez Norte
06JOR-115,San Jorge
06JRA-138,Jarachina
06JUZ-138,Juarez
06JZO-115,Josefa Zozaya
06KAF-115,Energia mk kf
06KGP-115,Kalos Guadalupe
06KMG-115,Kemet Guadalupe Monterrey
06KOH-115,Koholer-Sanimex
06KRF-115,Kraft Food
06LAA-138,Laredo Americano
06LAF-115,La Fe
06LAJ-115,Lajas
06LAO-138,Lago
06LBR-115,Libramiento
06LBT-115,Libertad
06LDA-115,Ladrillera
06LDC-115,Laguna del Conejo
06LDV-115,Linda Vista
06LEC-115,Lechugal
06LEO-115,Leona
06LLN-115,Llanos Saltillo
06LOL-115,Loma Larga
06LRR-115,Ladrillera Revolucion
06LSN-115,Linares
06LTO-138,Las Torres
06LVI-138,Lauro Villar
06MAB-115,Mabe
06MAN-115,Mante
06MAV-115,Miravalle
06MCO-115,Marcos San
06MDS-138,Micare Dos
06MDU-115,Maniobras Dulces Nombres
06MEH-230,Cuadro de Maniobras Eolica Coahuila
06MEO-230,Cuadro de Maniobras Eolico Santa Catarina
06MES-400,Las Mesas
06MGN-115,San Miguel el Naranjo
06MIA-230,Minera Autlan
06MIE-115,Minera
06MIG-138,Miguel Aleman
06MIT-115,Mitras
06MKL-115,Monte Kristal
06MME-138,Magneticos de Mex
06MOD-115,Modelo
06MON-115,Monclova
06MON-230,Monclova
06MPX-115,Cuadro de Maniobras Promax
06MRL-115,Morelos
06MSA-115,Metalsa
06MSC-115,Mannesmann
06MSI-115,Misiones
06MSO-115,Museo
06MTI-115,Montoi
06MTM-138,Matamoros
06MTN-115,Montemorelos
06MTP-115,Monterrey Potencia
06MTY-115,Monterrey
06MUL-115,Manuel
06MUN-115,Munich
06MZQ-115,Mezquital
06NAS-115,Navistar
06NAV-138,Nava
06NEK-115,Nemak
06NIC-115,San Nicolas
06NOG-115,Nogalar
06NRE-138,Norte
06NRJ-115,Naranjo
06NST-115,Nueva Santander
06NUE-115,Nueva escobedo
06NUL-138,Nuevo Laredo
06NUR-115,Nueva Rosita
06NUR-230,Nueva Rosita
06NVD-115,Navidad
06OJC-138,Ojo Caliente
06ORN-115,Orion
06ORZ-138,Orizatlan
06OTE-138,Oriente
06OVO-115,Olivo
06OXF-115,Oxford
06OZL-115,Ozuluama
06PAE-400,Puerto Altamira Electrica
06PAI-138,Parque Industrial
06PAN-115,Panuco
06PAX-115,Prax Air
06PBS-115,Planta Bombeo La Silla
06PCD-230,Pemex Cadereyta
06PCO-115,Posco
06PCT-115,Pecten
06PEM-115,Pemex
06PER-138,Petrolera
06PIA-115,Parque Industrial Amistad Aeropuerto
06PIC-138,Parque Industrial Colonial
06PIE-115,Parque Industrial Escobedo
06PIK-115,Parque Industrial Kalos
06PIO-138,Parque Industrial Oradel
06PIU-138,Parque Industrial Acuña
06PLC-115,Policyd
06PLE-115,Prolec
06PMA-115,Parque Industrial Monterrey-Apodaca
06PNE-138,Piedras Negras
06POG-138,Parque Industrial Prologis
06POL-115,Polvorin
06PQA-115,Pesqueria
06PQT-115,Apodaca Technology Park
06PRY-115,Panel Rey
06PSM-115,PI Santa Maria
06PTS-115,Las Puentes
06PUI-138,Puente Internacional
06PUO-115,Puerto
06PZA-115,Plaza
06RAP-115,Ramos Arizpe Potencia
06RAP-400,Ramos Arizpe Potencia
06RBP-138,Rio Bravo Poniente
06RDP-115,Real de Palmas
06REC-230,Rio Escondido
06REC-400,Rio Escondido
06REY-138,Reynosa
06RIB-138,Rio Bravo
06RIB-230,Rio Bravo
06RIE-115,El Riel
06RIO-115,Rio
06RMA-115,Refineria Madero
06ROQ-115,San Roque
06RRA-115,Ramos Arizpe
06RRD-138,Rail Road
06RYC-138,Reynosa Centro
06SAH-115,Sabinas Hidalgo
06SAL-115,Saltillo
06SEN-138,Sendero Nacional
06SLL-115,La Silla
06SMA-115,San Martin
06SRD-115,Solidaridad
06STO-115,El Salto
06STZ-115,Santa Cruz
06TAM-115,Tamaulipas
06TCL-115,Tancol
06TCO-138,Trico
06TEC-115,Tecnologico
06TEE-115,Temex
06TEG-400,Termoelectrica del Golfo
06TEP-400,Termoelectrica Peñoles
06THB-115,Thomas & Betts
06THO-115,Topo Chico
06TIB-115,Tierra Blanca
06TII-115,Triara II
06TKS-115,Teksid
06TMO-115,Tamos
06TMS-400,Tres Mesas Maniobras
06TNA-115,Tierra Nueva
06TPC-115,Tampico
06TPQ-115,Tampiquito
06TRQ-400,Ternium Planta Pesqueria
06TXE-115,Textilera
06UCA-230,Union Carbide
06UNI-115,Universidad
06UNT-115,Universidad Tampico
06VAL-115,Valle Alto
06VAP-115,Valle Poniente
06VDG-230,Villa de Garcia
06VDS-115,Villa de Santiago
06VES-115,Valles
06VHE-138,Valle Hermoso
06VJD-115,Villa de Juarez Dos
06VKM-230,Ventika Manioras
06VLF-138,Villa Florida
06VLL-115,Valle
06VOT-115,Valle Oriente
06VRA-115,Victoria
06VSA-115,Vitro Crisa
06VSL-115,Valle soleado
06XOC-115,Xochitilli
06ZPL-115,Zapaliname
07ACU-115,Acueducto La Mision
07APD-230,Aeropuerto Dos
07ASJ-115,Aeropuerto San Jose del Cabo
07BJO-69,Bajio
07BLE-115,Bledales
07CAB-115,Cabo  Bello
07CAD-115,Cabo San Lucas Dos
07CAE-69,Carga particular en linea de transmision MEP-63720-DRA
07CAF-115,Cabo Falso
07CAR-115,Camino Real
07CAS-115,Cabo del Sol
07CES-69,Carga particular en linea de transmision MEP-63480-TJI
07CHQ-230,Chapultepec
07CIP-115,Cipres
07CME-115,Cemex
07CNA-69,Cardenas
07CNT-230,Centenario
07CNZ-161,Carranza
07COE-115,Colonet
07COR-230,Coromuel
07CPC-161,Cerro Prieto Cuatro
07CPD-230,Cerro Prieto Dos
07CPT-230,Cerro Prieto Tres
07CPU-161,Cerro Prieto Uno
07CRE-115,Cabo Real
07CRO-161,Centro
07CSC-230,Compañia Siderurgica California
07CTY-161,Cetys
07CTY-230,Cetys
07DLC-115,Desaladora Los Cabos
07DOM-115,Santo Domingo
07DRA-69,Durazno
07EDA-115,Ensenada
07ELP-230,El Palmar
07END-69,Encinal Dos
07ENT-115,Entronque San Felipe
07EPC-115,Cementera Punta China
07ETR-115,El Triunfo
07FCO-69,Francisco Villa
07FEV-161,FEVISA
07FLO-69,El Florido
07FMO-115,Fabrica Monterrey
07FOR-69,Formosa
07FTA-69,Frontera
07GAO-115,Central Termica Gral. Agustin Olachea
07GER-69,Guerrero
07GLL-115,Gallo
07GOR-161,Gonzalez Ortega
07HGO-161,Hidalgo
07HMO-69,Hipodromo
07HUN-69,Hunter
07INA-69,Industrial
07INS-115,Insurgentes
07IOP-69,P. I. Otay Matamoros
07IVY-230,Imperial Valley
07JAT-115,Jatay
07JOV-230,La Jovita
07JOY-115,La Joya
07KCH-161,Cachanilla
07LAP-115,Las Pilas
07LGO-69,Lago
07LMS-69,La Mesa
07LOS-115,Lomas
07LPZ-115,La Paz
07LRO-115,Loreto
07MAB-69,Mabamex
07MEP-230,Metropoli Potencia
07MEP-69,Metropoli Potencia
07MND-115,Maneadero
07MOE-161,Mexican Oriente
07MSN-115,Mision
07MXC-69,Mexico
07MXI-161,Mexicali Dos
07MXI-230,Mexicali Dos
07NEL-69,Nellcor
07NZI-161,Nacozari
07OLA-115,Olas Altas
07OMS-230,Otay Mesa
07ONG-69,Ojos Negros
07OZA-230,Orizaba
07PAA-115,Palmira
07PAF-69,Pacifico
07PAP-69,Panamericana Potencia
07PES-115,Puerto Escondido
07PID-161,Parque Industrial
07PID-230,Parque Industrial
07PJZ-115,Presidente Juarez
07PJZ-230,Presidente Juarez
07PKD-161,Packard
07PML-115,Palmilla
07PNM-115,Panamericana
07PNU-115,Puerto Nuevo
07POP-115,Popotla
07PUP-115,Punta Prieta
07RCO-115,El Recreo
07RFO-115,Rofomex
07RII-69,Rio
07RIN-161,Rio Nuevo
07ROA-230,Rosita
07RSI-69,RSI Home Product
07RUB-69,Rubi
07RUM-69,Rumorosa
07RZC-161,Ruiz Cortinez
07SAF-115,San Felipe
07SAZ-115,Sauzal
07SED-69,SEDUE
07SHA-115,Sharp
07SIO-69,Seminario
07SIS-161,Santa Isabel
07SJC-115,San Jose del Cabo
07SMN-115,San Simon
07SNT-115,Santiago
07SQN-115,San Quintin
07SRY-230,San Luis Rey
07STB-230,Sanchez Taboada
07SVE-115,San Vicente
07TCB-115,Turbogas Los Cabos
07TCD-69,Tecate Dos
07TCT-69,Tecate
07TEE-69,Tecolote
07TEK-230,Tecnologico
07TJD-69,Subestacion Tijuana
07TJI-69,Tijuana Uno
07TOY-230,Toyota
07TRI-115,Valle de Trinidad
07UND-69,Universidad
07VAS-69,P. I. Valle Sur
07VIG-69,Carga particular en linea de transmision HMO-63240-INA
07VIO-115,Villa Constitucion
07VLP-69,Valle de Guadalupe
07VPA-230,Valle de Puebla
07VPM-69,Valle de Palmas
07WIS-230,Wisteria
07XCO-230,Xochimilco
08AKD-115,Akumal Dos
08AKI-115,Akimpech
08ALO-115,Alom
08AUC-115,Ak Tunchen
08AVP-115,Aventura Palace
08BEL-115,Belice
08BNI-115,Bonfil
08BNP-115,Bonampak
08CBR-115,Chuburna
08CBU-115,Chicbul
08CCP-115,Caucel Potencia
08CEK-115,Canek
08CEX-115,Chemax
08CHB-34.5,Chankanaab
08CHS-34.5,Chancanab II
08CKD-115,Calkini Dos
08CLC-115,Calica
08CMO-115,Champoton
08CMY-115,Cementos Maya
08CNC-115,Cancun
08CNO-115,Centro
08CNR-115,Concordia
08COZ-34.5,Cozumel
08CRE-115,Cuidad del Carmen
08CTE-115,Chetumal Norte
08CYL-115,Cayal
08DZI-115,Dzitas
08ESA-115,Escarcega Potencia
08HAA-115,Chaac
08HBK-115,Hunabku
08HCE-115,Hecelchacan
08HNC-115,Hunucma
08HOL-115,Cholul
08HOP-115,Hopelchen
08HRA-115,Hidrogenadora
08IBR-115,Iberostar
08IGN-115,San Ignacio
08INS-115,Insurgentes
08IZE-115,Itzaes
08IZI-115,Itzimna
08IZL-115,Izamal
08KAB-115,Kabah
08KAL-115,Kala
08KBL-115,Kambul
08KOP-115,Kopte
08KUK-115,Kukulkan
08LAC-115,Lazaro Cardenas
08LEE-115,Lee
08LRA-115,Lerma
08LTE-115,Laguna de Terminos
08MAX-115,Maxcanu
08MDA-115,Merida Dos
08MDN-115,Merida Oriente
08MDP-230,Merida Potencia
08MHH-115,Mahahual
08MPA-115,Moon Palace
08MTO-115,Metropolitana
08MYK-115,Mayakoba
08NCM-115,Nachi-Cocom
08NCT-115,Nichupte
08NIH-115,Nicte-Ha
08NIZ-115,Nizuc
08NTE-115,Norte
08PCN-115,Playa del Carmen
08PJU-115,Puerto Juarez
08PKP-115,Poktatpok
08PLY-115,Playacar
08PMO-115,Puerto Morelos
08PMR-115,Palmar
08PMU-115,Playa Mujeres
08PPH-115,Popolnah
08PPO-115,Puerto Progreso
08PSA-115,Punta Sam
08PTE-115,Poniente
08PYU-115,Polyuc
08SAD-115,Samula II
08SAE-115,San Pedro
08SAM-115,Samula
08SBY-115,Sabancuy
08SDM-115,Santo Domingo
08SHC-115,Siho Chac
08SLC-230,Santa Lucia
08SUC-115,Sucila
08SUR-115,Sur
08TIU-115,Ticul
08TKD-115,Tekax Dos
08TUM-115,Tulum
08TXM-115,Tixmehuac
08TXS-115,Temax Dos
08TZM-115,Tizimin
08UMA-115,Uman
08VAD-115,Valladolid Potencia
08VAD-230,Valladolid Potencia
08VDD-115,Valladolid
08XLC-115,Xcalacoco
08XPU-115,Xpugil
08XUL-115,Xul-Ha
08YXE-115,Yaxche
08ZNE-115,Zac Nicte
09LBR-230,Los Brillantes
